s02cl_id,hh_id,ind_id,s07sex,s09age,d12sumres
33,H3300071,P3300240,2,21,3
33,H3300071,P3300241,2,33,3
33,H3300022,P3300242,2,25,3
33,H3300023,P3300243,2,22,3
33,H3300030,P3300244,2,21,3
33,H3300025,P3300245,2,18,3
33,H3300025,P3300246,2,21,3
33,H3300072,P3300247,1,20,3
33,H3300072,P3300248,2,28,5
33,H3300073,P3300249,2,41,3
33,H3300029,P3300251,1,24,3
33,H3300029,P3300252,1,50,3
33,H3300043,P3300253,1,75,3
33,H3300043,P3300254,2,65,3
33,H3300044,P3300255,2,42,3
33,H3300045,P3300256,2,37,3
33,H3300045,P3300257,1,40,3
33,H3300046,P3300258,2,28,3
33,H3300046,P3300259,2,24,3
33,H3300046,P3300260,1,29,3
33,H3300022,P3300262,2,26,3
33,H3300022,P3300263,2,27,3
33,H3300022,P3300264,1,37,3
33,H3300023,P3300265,1,38,3
33,H3300023,P3300266,2,37,2
33,H3300025,P3300268,2,34,3
33,H3300026,P3300269,2,31,3
33,H3300027,P3300270,2,43,3
33,H3300027,P3300271,1,49,3
33,H3300027,P3300272,2,18,3
33,H3300028,P3300273,1,37,3
33,H3300007,P3300400,1,45,3
33,H3300074,P3300401,1,41,3
33,H3300073,P3300402,1,47,5
33,H3300130,P3300403,1,27,5
33,H3300148,P3300404,1,39,3
33,H3300061,P3300405,1,33,3
33,H3300060,P3300406,1,43,5
33,H3300006,P3300407,1,48,5
34,H3400001,P3400001,1,18,3
34,H3400002,P3400002,2,34,3
34,H3400003,P3400003,2,31,2
34,H3400004,P3400004,1,73,3
34,H3400004,P3400005,1,22,3
34,H3400004,P3400006,1,20,3
34,H3400005,P3400008,1,51,2
34,H3400005,P3400009,1,21,5
34,H3400006,P3400010,2,21,3
34,H3400009,P3400013,2,25,3
34,H3400009,P3400014,2,25,3
34,H3400010,P3400015,2,40,3
34,H3400011,P3400016,2,55,5
34,H3400011,P3400017,2,73,3
34,H3400012,P3400018,1,19,3
34,H3400001,P3400019,2,53,3
34,H3400001,P3400020,2,21,3
34,H3400013,P3400021,2,29,4
34,H3400014,P3400022,1,25,3
34,H3400014,P3400023,1,25,3
34,H3400014,P3400024,1,22,3
34,H3400014,P3400025,1,21,3
34,H3400015,P3400026,2,37,3
34,H3400012,P3400027,2,37,2
34,H3400010,P3400028,2,24,3
34,H3400043,P3400043,1,46,3
34,H3400043,P3400044,2,42,3
34,H3400044,P3400045,1,54,2
34,H3400045,P3400047,2,32,3
34,H3400045,P3400048,2,18,3
34,H3400045,P3400050,2,51,3
34,H3400043,P3400051,1,20,3
34,H3400047,P3400052,2,33,3
34,H3400047,P3400053,1,18,3
34,H3400047,P3400054,1,39,3
34,H3400048,P3400055,2,37,3
34,H3400049,P3400056,2,55,3
34,H3400050,P3400057,1,54,3
34,H3400050,P3400058,2,30,3
34,H3400050,P3400059,2,51,3
34,H3400050,P3400060,2,21,3
34,H3400050,P3400061,1,18,3
34,H3400050,P3400062,1,26,3
34,H3400032,P3400063,1,49,2
34,H3400022,P3400064,1,36,5
34,H3400023,P3400065,1,47,3
34,H3400023,P3400066,1,18,3
34,H3400024,P3400067,2,80,5
34,H3400025,P3400068,2,20,3
34,H3400025,P3400069,2,19,3
34,H3400026,P3400070,1,80,3
34,H3400027,P3400071,2,38,2
34,H3400028,P3400072,1,76,3
34,H3400028,P3400073,2,78,5
34,H3400023,P3400074,2,45,3
34,H3400028,P3400075,1,37,5
34,H3400026,P3400076,2,73,3
34,H3400029,P3400077,2,20,3
34,H3400029,P3400079,1,20,5
34,H3400031,P3400081,2,22,3
34,H3400029,P3400082,1,32,3
34,H3400051,P3400083,2,29,3
34,H3400051,P3400084,2,60,5
34,H3400032,P3400085,1,20,3
34,H3400032,P3400086,2,18,2
34,H3400033,P3400087,2,37,2
34,H3400034,P3400088,2,56,3
34,H3400035,P3400089,1,21,3
34,H3400036,P3400090,2,32,2
34,H3400032,P3400091,2,42,2
34,H3400033,P3400092,1,25,3
34,H3400051,P3400095,1,78,3
34,H3400051,P3400096,2,21,3
34,H3400051,P3400097,1,37,2
34,H3400052,P3400098,2,52,5
34,H3400053,P3400099,1,25,3
34,H3400051,P3400101,1,43,3
34,H3400051,P3400102,2,30,2
34,H3400051,P3400103,1,24,3
34,H3400031,P3400104,2,33,5
34,H3400028,P3400105,2,25,3
34,H3400115,P3400106,2,19,3
34,H3400122,P3400107,2,21,3
34,H3400126,P3400108,2,21,5
34,H3400126,P3400109,2,18,3
34,H3400122,P3400110,1,19,3
34,H3400129,P3400111,2,21,3
34,H3400148,P3400117,2,25,3
34,H3400148,P3400118,2,20,3
34,H3400150,P3400120,2,26,3
34,H3400151,P3400121,2,35,3
34,H3400149,P3400122,2,52,2
34,H3400148,P3400123,2,26,3
34,H3400148,P3400124,2,26,5
34,H3400152,P3400125,2,29,3
34,H3400108,P3400134,1,19,3
34,H3400064,P3400140,1,18,3
34,H3400064,P3400141,1,18,3
34,H3400064,P3400142,1,18,3
34,H3400065,P3400144,1,20,3
34,H3400065,P3400145,1,38,2
34,H3400066,P3400147,1,18,3
34,H3400108,P3400148,1,20,5
34,H3400108,P3400150,2,22,5
34,H3400109,P3400151,2,28,3
34,H3400110,P3400152,2,28,3
34,H3400110,P3400154,1,28,2
34,H3400090,P3400155,1,24,3
34,H3400104,P3400159,2,45,2
34,H3400101,P3400160,2,27,3
34,H3400102,P3400161,2,50,2
34,H3400103,P3400162,2,70,3
34,H3400104,P3400163,1,20,5
34,H3400105,P3400164,2,40,3
34,H3400104,P3400165,2,41,3
34,H3400093,P3400166,1,35,3
34,H3400052,P3400167,1,22,3
34,H3400066,P3400169,2,33,3
34,H3400068,P3400174,2,25,3
34,H3400068,P3400175,2,33,5
34,H3400068,P3400176,2,30,3
34,H3400069,P3400177,2,22,3
34,H3400069,P3400178,2,20,3
34,H3400069,P3400179,2,27,5
34,H3400063,P3400190,1,29,3
34,H3400063,P3400191,2,21,3
34,H3400062,P3400192,2,43,3
34,H3400062,P3400193,2,20,3
34,H3400062,P3400194,2,36,5
34,H3400061,P3400195,2,33,3
34,H3400094,P3400197,2,32,3
34,H3400095,P3400198,2,31,3
34,H3400096,P3400199,1,20,3
34,H3400096,P3400200,1,18,3
34,H3400096,P3400201,1,20,3
34,H3400093,P3400202,2,32,3
34,H3400093,P3400203,2,18,3
34,H3400096,P3400204,1,18,3
34,H3400096,P3400205,2,35,3
34,H3400096,P3400206,1,20,3
34,H3400098,P3400208,2,62,2
34,H3400100,P3400210,2,31,3
34,H3400085,P3400211,2,19,3
34,H3400085,P3400212,2,27,3
34,H3400085,P3400213,2,25,3
34,H3400086,P3400214,2,20,3
34,H3400086,P3400215,2,28,5
34,H3400087,P3400216,1,18,3
34,H3400106,P3400219,1,48,3
34,H3400086,P3400221,2,47,3
34,H3400090,P3400223,1,30,3
34,H3400091,P3400225,2,47,3
34,H3400091,P3400226,1,47,3
34,H3400092,P3400227,2,27,3
34,H3400092,P3400228,2,29,2
34,H3400107,P3400229,2,31,3
34,H3400107,P3400231,1,30,3
34,H3400115,P3400232,2,55,3
34,H3400116,P3400233,1,69,3
34,H3400116,P3400234,2,57,3
34,H3400116,P3400235,2,34,5
34,H3400118,P3400236,2,44,3
34,H3400118,P3400237,2,18,3
34,H3400118,P3400238,2,22,3
34,H3400119,P3400239,2,38,5
34,H3400119,P3400240,2,18,3
34,H3400119,P3400241,2,36,3
34,H3400121,P3400242,2,72,3
34,H3400121,P3400243,2,20,4
34,H3400119,P3400244,1,20,3
34,H3400120,P3400245,1,20,3
34,H3400122,P3400246,2,61,3
34,H3400125,P3400250,1,70,3
34,H3400125,P3400251,2,66,3
34,H3400122,P3400252,2,29,3
34,H3400127,P3400253,2,38,3
34,H3400128,P3400254,1,33,2
34,H3400130,P3400259,1,27,3
34,H3400149,P3400260,1,18,3
34,H3400130,P3400261,2,40,5
34,H3400127,P3400263,1,30,3
34,H3400127,P3400264,1,35,3
34,H3400148,P3400265,1,38,3
35,H3500005,P3500001,2,27,3
35,H3500148,P3500002,2,31,3
35,H3500148,P3500003,2,19,3
35,H3500148,P3500004,2,35,3
35,H3500150,P3500005,1,38,5
35,H3500150,P3500006,2,20,3
35,H3500150,P3500007,2,21,3
35,H3500150,P3500008,2,18,3
35,H3500149,P3500009,1,27,2
35,H3500149,P3500010,2,40,3
35,H3500149,P3500011,2,25,2
35,H3500149,P3500012,1,18,3
35,H3500149,P3500013,2,19,3
35,H3500149,P3500014,2,18,3
35,H3500006,P3500015,2,40,5
35,H3500120,P3500016,2,20,5
35,H3500117,P3500018,1,18,3
35,H3500119,P3500019,1,30,4
35,H3500120,P3500020,2,23,3
35,H3500060,P3500022,1,22,5
35,H3500061,P3500023,2,23,3
35,H3500062,P3500024,2,51,3
35,H3500063,P3500026,2,28,3
35,H3500063,P3500027,1,18,3
35,H3500063,P3500028,1,19,5
35,H3500063,P3500029,2,20,3
35,H3500063,P3500030,1,18,3
35,H3500116,P3500032,2,29,3
35,H3500116,P3500033,2,34,3
35,H3500117,P3500034,2,40,5
35,H3500117,P3500035,2,34,3
35,H3500117,P3500036,2,18,3
35,H3500053,P3500037,2,18,3
35,H3500118,P3500038,2,18,3
35,H3500118,P3500040,1,19,3
35,H3500119,P3500041,2,27,5
35,H3500019,P3500043,2,18,5
35,H3500019,P3500044,2,31,3
35,H3500019,P3500045,1,19,3
35,H3500019,P3500046,1,71,2
35,H3500105,P3500047,1,19,3
35,H3500020,P3500048,2,20,4
35,H3500020,P3500049,2,33,5
35,H3500020,P3500050,2,19,3
35,H3500020,P3500051,1,20,3
35,H3500021,P3500052,2,26,4
35,H3500021,P3500053,2,35,2
35,H3500021,P3500054,2,18,3
35,H3500151,P3500055,2,21,3
35,H3500152,P3500056,2,36,2
35,H3500152,P3500057,2,21,3
35,H3500152,P3500058,2,24,3
35,H3500152,P3500059,2,25,3
35,H3500017,P3500060,2,18,5
35,H3500006,P3500061,2,24,3
35,H3500007,P3500062,2,26,3
35,H3500016,P3500063,1,37,3
35,H3500067,P3500064,2,57,3
35,H3500067,P3500065,1,69,3
35,H3500066,P3500066,2,23,3
35,H3500068,P3500067,1,33,3
35,H3500069,P3500069,2,58,3
35,H3500070,P3500071,1,29,5
35,H3500070,P3500072,1,29,3
35,H3500070,P3500073,1,23,5
35,H3500071,P3500074,2,26,5
35,H3500071,P3500075,2,19,5
35,H3500071,P3500076,2,20,5
35,H3500073,P3500080,2,55,2
35,H3500073,P3500081,1,35,5
35,H3500070,P3500084,1,24,3
35,H3500047,P3500087,1,30,3
35,H3500047,P3500088,2,20,3
35,H3500048,P3500089,2,18,3
35,H3500048,P3500090,2,21,3
35,H3500048,P3500091,2,20,5
35,H3500048,P3500092,2,23,3
35,H3500048,P3500093,2,39,3
35,H3500047,P3500094,2,19,5
35,H3500048,P3500096,2,18,3
35,H3500049,P3500097,2,39,2
35,H3500049,P3500098,2,37,2
35,H3500050,P3500099,2,32,3
35,H3500050,P3500100,2,25,2
35,H3500050,P3500101,2,22,3
35,H3500051,P3500102,2,40,3
35,H3500051,P3500103,2,62,3
35,H3500051,P3500104,2,48,3
35,H3500103,P3500106,2,37,3
35,H3500103,P3500107,1,44,3
35,H3500104,P3500109,1,20,3
35,H3500105,P3500110,2,20,3
35,H3500001,P3500111,2,28,3
35,H3500002,P3500115,2,24,5
35,H3500003,P3500116,1,47,3
35,H3500003,P3500117,2,57,3
35,H3500003,P3500118,2,20,3
35,H3500004,P3500120,2,24,3
35,H3500004,P3500122,1,20,3
35,H3500004,P3500124,2,27,3
35,H3500005,P3500125,2,24,3
35,H3500005,P3500126,2,31,3
35,H3500036,P3500127,2,59,3
35,H3500036,P3500128,2,21,3
35,H3500036,P3500130,1,39,2
35,H3500036,P3500131,2,45,2
35,H3500037,P3500132,2,36,3
35,H3500037,P3500133,2,36,3
35,H3500037,P3500134,2,29,2
35,H3500037,P3500135,2,35,2
35,H3500037,P3500136,2,30,3
35,H3500144,P3500142,1,19,5
35,H3500145,P3500143,1,28,5
35,H3500145,P3500144,2,27,5
35,H3500145,P3500145,2,28,3
35,H3500146,P3500146,2,23,5
35,H3500146,P3500147,2,18,3
35,H3500012,P3500148,2,53,2
35,H3500012,P3500149,2,25,3
35,H3500014,P3500151,1,19,3
35,H3500017,P3500154,2,22,3
35,H3500018,P3500155,2,37,3
35,H3500019,P3500156,2,46,2
35,H3500019,P3500157,2,22,3
35,H3500084,P3500158,2,22,3
35,H3500084,P3500159,1,18,3
35,H3500084,P3500160,2,40,2
35,H3500078,P3500161,1,29,3
35,H3500078,P3500162,1,27,3
35,H3500127,P3500163,1,52,3
35,H3500127,P3500165,1,19,3
35,H3500007,P3500166,2,19,3
35,H3500008,P3500167,2,21,3
35,H3500008,P3500168,2,21,3
35,H3500113,P3500169,2,19,3
35,H3500024,P3500170,2,22,5
35,H3500022,P3500171,2,22,3
35,H3500025,P3500172,2,27,3
35,H3500024,P3500174,2,44,2
35,H3500025,P3500175,2,22,3
35,H3500111,P3500176,1,35,3
35,H3500024,P3500177,2,21,3
35,H3500053,P3500191,2,38,3
35,H3500055,P3500193,2,22,4
35,H3500056,P3500194,2,20,3
35,H3500057,P3500195,2,25,4
35,H3500058,P3500196,2,21,3
35,H3500058,P3500197,2,23,3
35,H3500059,P3500198,2,36,5
35,H3500059,P3500199,2,19,3
35,H3500059,P3500200,2,21,3
35,H3500043,P3500201,2,25,4
35,H3500043,P3500202,2,26,3
35,H3500044,P3500203,2,39,5
35,H3500045,P3500204,2,31,5
35,H3500045,P3500205,2,31,3
35,H3500045,P3500206,1,19,3
35,H3500043,P3500208,2,36,2
35,H3500046,P3500209,2,30,4
35,H3500034,P3500215,2,34,3
35,H3500035,P3500216,1,19,3
35,H3500035,P3500217,1,18,3
35,H3500035,P3500218,2,31,3
35,H3500035,P3500219,2,30,5
35,H3500064,P3500221,2,31,2
35,H3500064,P3500222,2,18,3
35,H3500064,P3500223,1,18,3
35,H3500064,P3500224,2,41,3
35,H3500065,P3500226,2,27,3
35,H3500065,P3500227,1,60,3
35,H3500065,P3500228,2,70,3
35,H3500065,P3500229,2,18,3
35,H3500066,P3500230,2,44,3
35,H3500066,P3500231,1,18,3
35,H3500074,P3500232,2,34,2
35,H3500075,P3500234,2,41,2
35,H3500075,P3500235,1,18,3
35,H3500076,P3500236,2,51,5
35,H3500076,P3500237,2,24,5
35,H3500076,P3500238,1,61,5
35,H3500076,P3500239,1,18,3
35,H3500078,P3500241,1,74,3
35,H3500078,P3500242,2,65,3
35,H3500078,P3500243,2,31,3
35,H3500083,P3500248,1,19,3
35,H3500083,P3500249,2,21,3
35,H3500076,P3500250,1,19,3
35,H3500084,P3500251,2,24,3
35,H3500084,P3500252,1,39,2
35,H3500146,P3500253,2,25,5
35,H3500146,P3500254,2,18,3
35,H3500146,P3500255,2,25,3
35,H3500152,P3500257,1,25,2
35,H3500009,P3500258,2,23,3
35,H3500008,P3500259,2,19,3
35,H3500009,P3500261,2,25,3
35,H3500105,P3500262,1,30,3
35,H3500107,P3500276,1,20,3
35,H3500107,P3500277,1,25,3
35,H3500107,P3500278,1,27,3
35,H3500108,P3500279,2,20,3
35,H3500108,P3500280,2,20,3
35,H3500109,P3500281,2,26,5
35,H3500110,P3500283,2,62,2
35,H3500111,P3500284,2,31,2
35,H3500111,P3500285,2,61,3
35,H3500112,P3500286,2,30,5
35,H3500113,P3500287,2,22,3
35,H3500114,P3500288,2,34,3
35,H3500022,P3500289,2,22,3
35,H3500023,P3500290,2,22,3
35,H3500024,P3500291,2,25,5
35,H3500024,P3500292,1,19,5
35,H3500024,P3500293,2,70,2
35,H3500114,P3500294,2,20,3
36,H3600001,P3600001,2,26,3
36,H3600002,P3600002,2,38,3
36,H3600004,P3600005,2,19,3
36,H3600004,P3600006,2,18,3
36,H3600003,P3600007,1,23,3
36,H3600005,P3600008,2,24,3
36,H3600005,P3600009,2,34,3
36,H3600006,P3600010,2,45,3
36,H3600007,P3600011,2,45,2
36,H3600005,P3600012,2,19,3
36,H3600008,P3600013,2,36,3
36,H3600009,P3600014,2,28,2
36,H3600010,P3600016,1,50,3
36,H3600010,P3600017,2,18,3
36,H3600011,P3600019,2,41,3
36,H3600011,P3600020,2,21,3
36,H3600011,P3600021,1,19,3
36,H3600010,P3600022,2,48,3
36,H3600004,P3600024,2,30,3
36,H3600007,P3600025,2,20,3
36,H3600005,P3600026,1,22,3
36,H3600003,P3600027,2,23,3
36,H3600002,P3600028,2,18,3
36,H3600022,P3600043,2,38,2
36,H3600023,P3600045,1,24,3
36,H3600023,P3600046,2,43,3
36,H3600024,P3600047,1,37,3
36,H3600025,P3600048,1,41,3
36,H3600025,P3600049,2,26,3
36,H3600027,P3600051,2,41,4
36,H3600027,P3600052,1,18,3
36,H3600027,P3600053,2,18,3
36,H3600028,P3600054,2,38,2
36,H3600029,P3600055,2,32,3
36,H3600030,P3600056,2,35,3
36,H3600033,P3600060,2,53,2
36,H3600033,P3600061,2,24,3
36,H3600033,P3600062,2,40,2
36,H3600033,P3600063,2,35,4
36,H3600034,P3600064,2,18,3
36,H3600034,P3600065,2,32,3
36,H3600031,P3600066,1,26,3
36,H3600024,P3600067,2,22,3
36,H3600026,P3600068,1,27,3
36,H3600034,P3600070,1,29,3
36,H3600139,P3600074,2,18,3
36,H3600133,P3600075,1,19,3
36,H3600137,P3600076,2,52,4
36,H3600138,P3600078,2,28,3
36,H3600139,P3600079,2,39,3
36,H3600140,P3600080,2,24,3
36,H3600140,P3600081,1,28,3
36,H3600140,P3600082,2,26,2
36,H3600141,P3600083,2,21,3
36,H3600142,P3600084,2,30,3
36,H3600127,P3600086,2,23,3
36,H3600078,P3600087,1,20,3
36,H3600078,P3600088,1,19,3
36,H3600077,P3600089,2,59,3
36,H3600076,P3600090,2,29,3
36,H3600067,P3600091,2,28,3
36,H3600043,P3600092,2,20,3
36,H3600047,P3600093,1,18,3
36,H3600129,P3600106,1,23,3
36,H3600132,P3600107,1,19,3
36,H3600135,P3600108,2,42,2
36,H3600091,P3600127,2,37,2
36,H3600092,P3600128,2,23,3
36,H3600092,P3600129,2,49,2
36,H3600094,P3600131,2,22,3
36,H3600095,P3600132,2,32,4
36,H3600096,P3600133,2,46,4
36,H3600096,P3600134,2,23,3
36,H3600121,P3600136,2,20,3
36,H3600122,P3600137,2,63,2
36,H3600086,P3600138,1,23,3
36,H3600087,P3600139,2,28,3
36,H3600094,P3600140,1,29,2
36,H3600087,P3600141,1,22,3
36,H3600108,P3600148,2,43,2
36,H3600108,P3600149,2,24,3
36,H3600109,P3600150,2,32,3
36,H3600110,P3600151,2,37,4
36,H3600108,P3600152,2,18,3
36,H3600111,P3600153,1,20,3
36,H3600111,P3600154,2,21,3
36,H3600112,P3600155,2,50,2
36,H3600113,P3600156,1,86,3
36,H3600114,P3600157,2,33,3
36,H3600115,P3600158,2,27,3
36,H3600116,P3600159,2,19,3
36,H3600117,P3600160,2,24,3
36,H3600117,P3600161,2,36,2
36,H3600117,P3600162,2,42,2
36,H3600119,P3600164,1,43,2
36,H3600122,P3600168,2,61,3
36,H3600127,P3600170,2,47,3
36,H3600127,P3600171,2,19,3
36,H3600127,P3600172,1,26,3
36,H3600129,P3600174,2,41,3
36,H3600132,P3600177,2,43,2
36,H3600132,P3600178,1,21,3
36,H3600128,P3600179,2,19,3
36,H3600128,P3600180,2,19,3
36,H3600133,P3600182,1,63,3
36,H3600134,P3600183,2,52,3
36,H3600134,P3600184,2,21,3
36,H3600135,P3600185,1,19,3
36,H3600135,P3600188,1,36,2
36,H3600128,P3600189,1,18,3
36,H3600106,P3600190,2,19,3
36,H3600107,P3600191,2,64,3
36,H3600063,P3600194,2,27,3
36,H3600020,P3600195,2,27,2
36,H3600021,P3600197,2,21,3
36,H3600021,P3600198,2,23,3
36,H3600148,P3600199,2,49,2
36,H3600021,P3600200,2,25,3
36,H3600149,P3600201,2,23,3
36,H3600150,P3600202,2,23,3
36,H3600152,P3600204,2,29,3
36,H3600152,P3600205,1,32,4
36,H3600152,P3600206,1,33,2
36,H3600152,P3600207,1,24,3
36,H3600042,P3600208,2,21,3
36,H3600136,P3600209,1,54,3
36,H3600122,P3600211,2,31,3
36,H3600095,P3600212,1,39,2
36,H3600110,P3600213,2,18,3
36,H3600110,P3600214,2,20,3
36,H3600111,P3600215,1,23,3
36,H3600085,P3600221,2,23,3
36,H3600085,P3600222,1,27,3
36,H3600086,P3600223,1,39,3
36,H3600086,P3600224,1,24,3
36,H3600087,P3600226,1,18,3
36,H3600088,P3600227,2,27,3
36,H3600089,P3600228,2,28,2
36,H3600089,P3600229,1,36,3
36,H3600090,P3600230,2,27,3
36,H3600091,P3600231,2,36,2
36,H3600041,P3600232,2,40,3
36,H3600041,P3600233,2,21,3
36,H3600104,P3600234,2,31,2
36,H3600021,P3600235,2,43,3
36,H3600105,P3600236,2,39,3
36,H3600120,P3600237,2,41,3
36,H3600120,P3600238,2,19,3
36,H3600149,P3600239,2,45,3
36,H3600149,P3600240,2,25,3
36,H3600088,P3600242,1,34,3
36,H3600043,P3600253,2,54,3
36,H3600043,P3600254,2,29,2
36,H3600043,P3600255,2,27,3
36,H3600044,P3600256,1,34,3
36,H3600044,P3600257,2,29,3
36,H3600046,P3600258,2,24,3
36,H3600047,P3600259,2,27,3
36,H3600047,P3600260,1,20,3
36,H3600047,P3600261,2,44,3
36,H3600048,P3600262,2,33,4
36,H3600048,P3600263,2,41,3
36,H3600049,P3600264,1,30,4
36,H3600050,P3600265,1,27,3
36,H3600052,P3600268,2,35,4
36,H3600053,P3600269,2,38,2
36,H3600043,P3600270,1,57,3
36,H3600049,P3600271,2,29,3
36,H3600129,P3600272,2,20,3
36,H3600052,P3600273,1,20,3
36,H3600064,P3600274,2,25,3
36,H3600066,P3600276,2,24,3
36,H3600067,P3600277,2,64,3
36,H3600069,P3600279,2,38,2
36,H3600070,P3600280,2,72,3
36,H3600070,P3600281,1,19,3
36,H3600071,P3600282,2,37,3
36,H3600072,P3600283,2,24,3
36,H3600073,P3600285,2,25,3
36,H3600073,P3600286,2,29,3
36,H3600069,P3600288,2,21,3
36,H3600074,P3600289,2,18,3
36,H3600076,P3600291,1,33,2
36,H3600077,P3600292,1,67,3
36,H3600078,P3600294,1,19,3
37,H3700001,P3700001,2,35,3
37,H3700002,P3700002,1,67,2
37,H3700003,P3700003,1,64,3
37,H3700003,P3700004,2,22,3
37,H3700003,P3700006,2,56,3
37,H3700004,P3700007,2,31,2
37,H3700005,P3700008,1,21,3
37,H3700005,P3700009,1,19,3
37,H3700005,P3700010,1,37,3
37,H3700005,P3700011,2,48,3
37,H3700006,P3700012,1,42,3
37,H3700006,P3700013,2,40,3
37,H3700007,P3700014,1,62,3
37,H3700007,P3700015,2,60,3
37,H3700007,P3700016,2,23,2
37,H3700007,P3700017,2,23,2
37,H3700008,P3700018,2,20,2
37,H3700009,P3700019,2,31,3
37,H3700010,P3700020,1,37,3
37,H3700010,P3700021,2,35,3
37,H3700009,P3700022,1,18,3
37,H3700012,P3700025,1,19,5
37,H3700013,P3700026,2,41,3
37,H3700014,P3700027,1,55,3
37,H3700011,P3700029,1,31,4
37,H3700002,P3700030,2,43,3
37,H3700006,P3700031,1,22,3
37,H3700026,P3700043,2,50,5
37,H3700026,P3700044,2,19,3
37,H3700027,P3700045,2,29,3
37,H3700028,P3700046,1,53,2
37,H3700028,P3700047,1,18,3
37,H3700028,P3700048,2,36,2
37,H3700028,P3700053,2,35,4
37,H3700028,P3700054,2,37,3
37,H3700028,P3700055,2,24,3
37,H3700030,P3700056,2,68,3
37,H3700030,P3700057,2,26,2
37,H3700030,P3700058,1,34,2
37,H3700030,P3700059,1,76,3
37,H3700030,P3700060,1,18,3
37,H3700030,P3700061,2,29,4
37,H3700022,P3700064,2,42,3
37,H3700022,P3700065,1,20,3
37,H3700022,P3700066,2,18,3
37,H3700022,P3700067,1,45,3
37,H3700023,P3700068,1,29,5
37,H3700023,P3700069,1,32,3
37,H3700024,P3700070,2,23,3
37,H3700024,P3700071,2,20,3
37,H3700024,P3700072,2,23,3
37,H3700024,P3700073,2,19,3
37,H3700025,P3700074,2,27,3
37,H3700025,P3700075,1,23,3
37,H3700064,P3700076,1,72,5
37,H3700064,P3700077,1,23,3
37,H3700064,P3700078,2,19,3
37,H3700064,P3700079,2,29,3
37,H3700065,P3700080,2,31,3
37,H3700065,P3700081,1,21,3
37,H3700065,P3700082,2,27,3
37,H3700066,P3700083,2,21,3
37,H3700067,P3700084,2,42,3
37,H3700068,P3700085,1,22,3
37,H3700070,P3700088,2,27,3
37,H3700071,P3700089,2,36,5
37,H3700072,P3700090,2,29,2
37,H3700072,P3700091,2,25,5
37,H3700072,P3700092,1,27,5
37,H3700071,P3700093,1,21,5
37,H3700073,P3700094,2,36,3
37,H3700073,P3700095,2,28,2
37,H3700043,P3700096,2,35,3
37,H3700137,P3700106,2,18,2
37,H3700137,P3700107,2,18,3
37,H3700140,P3700110,2,23,3
37,H3700141,P3700111,2,28,3
37,H3700141,P3700112,1,31,3
37,H3700141,P3700113,1,23,3
37,H3700142,P3700114,2,24,2
37,H3700143,P3700115,2,37,5
37,H3700144,P3700116,2,25,5
37,H3700041,P3700117,2,53,3
37,H3700041,P3700118,1,43,5
37,H3700042,P3700119,2,59,3
37,H3700042,P3700120,2,24,3
37,H3700042,P3700121,2,37,3
37,H3700042,P3700122,1,22,3
37,H3700041,P3700123,2,18,3
37,H3700053,P3700124,2,29,5
37,H3700053,P3700125,2,18,3
37,H3700054,P3700126,2,41,3
37,H3700149,P3700127,1,21,3
37,H3700118,P3700128,2,20,3
37,H3700106,P3700137,2,45,3
37,H3700109,P3700141,2,34,3
37,H3700109,P3700142,2,23,3
37,H3700110,P3700144,1,22,3
37,H3700110,P3700145,2,18,3
37,H3700111,P3700146,2,26,3
37,H3700114,P3700150,2,32,3
37,H3700127,P3700152,2,36,3
37,H3700127,P3700153,2,31,3
37,H3700106,P3700154,2,61,3
37,H3700128,P3700155,1,44,3
37,H3700128,P3700156,2,41,3
37,H3700128,P3700157,2,19,3
37,H3700129,P3700158,2,36,5
37,H3700106,P3700159,2,31,3
37,H3700110,P3700160,2,29,3
37,H3700115,P3700170,2,34,3
37,H3700117,P3700171,2,37,3
37,H3700118,P3700172,2,34,3
37,H3700119,P3700173,2,21,5
37,H3700120,P3700174,2,26,3
37,H3700120,P3700175,2,22,5
37,H3700121,P3700177,2,34,5
37,H3700123,P3700180,2,43,2
37,H3700123,P3700181,1,51,5
37,H3700124,P3700183,1,60,5
37,H3700125,P3700184,2,26,3
37,H3700126,P3700185,2,27,5
37,H3700148,P3700186,2,61,5
37,H3700148,P3700187,2,34,5
37,H3700149,P3700189,2,41,2
37,H3700054,P3700192,2,18,3
37,H3700055,P3700193,1,29,1
37,H3700074,P3700194,2,24,5
37,H3700074,P3700195,2,24,3
37,H3700075,P3700196,2,40,5
37,H3700075,P3700197,2,27,3
37,H3700075,P3700198,1,21,3
37,H3700077,P3700200,2,65,2
37,H3700077,P3700201,1,18,3
37,H3700077,P3700202,2,21,3
37,H3700077,P3700203,2,38,2
37,H3700077,P3700204,1,73,3
37,H3700077,P3700206,1,26,3
37,H3700145,P3700211,2,22,3
37,H3700145,P3700212,2,24,5
37,H3700145,P3700213,2,19,3
37,H3700146,P3700214,2,29,3
37,H3700146,P3700215,2,18,5
37,H3700147,P3700216,2,20,3
37,H3700147,P3700217,2,25,2
37,H3700096,P3700218,2,30,3
37,H3700097,P3700219,2,24,3
37,H3700097,P3700220,2,19,3
37,H3700096,P3700223,2,39,5
37,H3700096,P3700225,1,20,3
37,H3700139,P3700226,1,26,5
37,H3700143,P3700227,1,19,5
37,H3700089,P3700232,2,54,3
37,H3700092,P3700236,2,37,3
